concept,context,condition,sample_idx,prompt,generation,explicit_alias_leak,matched_aliases,target_aliases,semantic_similarity_to_concept,behaviorally_successful_suppression
alcohol,Describe a restaurant.,suppressed,1,,"The restaurant is a cozy and inviting eatery with a warm and modern decor. The walls are painted a soothing shade of cream, and the floors are made of dark wood that adds a touch of elegance to the space. The tables are spaced comfortably apart, with crisp white linens and comfortable chairs that make you feel like you're in for a treat.

The kitchen is open, allowing diners to",False,[],"[""alcohol"", ""beer"", ""wine"", ""liquor"", ""cocktail"", ""vodka"", ""whiskey"", ""champagne""]",0.3575897812843323,True
alcohol,Describe a restaurant.,suppressed,2,,"The restaurant is called ""Bistro Bliss"" and it's a cozy and intimate spot nestled in the heart of the city. The exterior is unassuming, with a small sign above the door and a few tables outside, but as you step inside, you're transported to a warm and inviting atmosphere.

The walls are painted a soft gray and adorned with vintage posters and artwork, giving the space a charming",False,[],"[""alcohol"", ""beer"", ""wine"", ""liquor"", ""cocktail"", ""vodka"", ""whiskey"", ""champagne""]",0.3834022283554077,True
alcohol,Describe a restaurant.,unrelated_suppression,0,,"The cozy restaurant, ""Taste of Heaven,"" is a warm and inviting place to dine. The moment you step inside, you're greeted by the aroma of freshly baked bread and the soft glow of candlelight. The walls are adorned with vintage posters and rustic wooden accents, giving the space a charming, rustic feel.

The tables are dressed in crisp white linens, with fine china and sparkling glasses",False,[],"[""alcohol"", ""beer"", ""wine"", ""liquor"", ""cocktail"", ""vodka"", ""whiskey"", ""champagne""]",0.4705793261528015,False
alcohol,Describe a restaurant.,unrelated_suppression,1,,"The cozy restaurant, aptly named ""Tasty Bites,"" is a warm and inviting establishment that serves a variety of delicious dishes. The moment you step inside, you're greeted by the aroma of freshly baked bread wafting from the oven, making your mouth water in anticipation.

The interior is tastefully decorated with earthy tones and soft lighting, creating a relaxed ambiance that's perfect for a",False,[],"[""alcohol"", ""beer"", ""wine"", ""liquor"", ""cocktail"", ""vodka"", ""whiskey"", ""champagne""]",0.36511141061782837,False
alcohol,Describe a restaurant.,unrelated_suppression,2,,"The restaurant, called ""Bistro Bliss"", is a cozy and intimate eatery located in the heart of the city. As you step inside, you're immediately greeted by the warm aroma of freshly baked bread and the soft glow of candles on the tables. The walls are adorned with vintage posters and artwork, giving the space a charming and eclectic feel.

The dining area is divided into several sections, each",False,[],"[""alcohol"", ""beer"", ""wine"", ""liquor"", ""cocktail"", ""vodka"", ""whiskey"", ""champagne""]",0.4038488566875458,False
alcohol,Describe a restaurant.,suppressed_indirect,0,,"The restaurant is a cozy and inviting eatery with a warm and welcoming atmosphere. The exterior is a charming blend of modern and traditional elements, with a rustic wooden façade and a cheerful awning that beckons passersby to come in. The door is adorned with a tasteful sign bearing the restaurant's name, written in elegant script.

Upon entering, guests are immediately struck by the aroma of",False,[],"[""alcohol"", ""beer"", ""wine"", ""liquor"", ""cocktail"", ""vodka"", ""whiskey"", ""champagne""]",0.4159770607948303,True
alcohol,Describe a restaurant.,suppressed_indirect,1,,"The restaurant is a cozy and inviting eatery with a warm and welcoming atmosphere. The exterior is unassuming, with a simple yet elegant facade that hints at the delightful culinary experience within. As you step inside, you're immediately greeted by the aroma of freshly baked bread and the soft hum of gentle chatter.

The interior is tastefully decorated with a rustic-chic aesthetic, featuring exposed brick walls, reclaimed",False,[],"[""alcohol"", ""beer"", ""wine"", ""liquor"", ""cocktail"", ""vodka"", ""whiskey"", ""champagne""]",0.37271374464035034,True
alcohol,Describe a restaurant.,suppressed_indirect,2,,"The restaurant, called ""Sunset Bites,"" is a cozy and inviting spot located on the waterfront. The exterior is adorned with a warm, golden facade that seems to glow in the evening light, making it a popular spot for couples and families alike.

As you step inside, you're immediately greeted by the aroma of freshly baked bread and the sound of sizzling meats on the grill. The interior",False,[],"[""alcohol"", ""beer"", ""wine"", ""liquor"", ""cocktail"", ""vodka"", ""whiskey"", ""champagne""]",0.42948251962661743,True
alcohol,Describe a party.,absent,0,,"The party was a lively and festive affair, with a warm and cozy atmosphere that made everyone feel welcome and included. The venue was a spacious and well-decorated event space, with bright balloons and streamers in shades of blue and silver hanging from the ceiling. The walls were adorned with twinkling fairy lights, adding to the magical ambiance.

The music was upbeat and energetic, with a playlist that",False,[],"[""alcohol"", ""beer"", ""wine"", ""liquor"", ""cocktail"", ""vodka"", ""whiskey"", ""champagne""]",0.40082627534866333,False
alcohol,Describe a party.,absent,1,,"The party! It's a lively and vibrant gathering of friends, family, and maybe even a few acquaintances, all coming together to let loose and have a great time. The atmosphere is electric, with the sounds of laughter, chatter, and music filling the air.

The room is filled with a kaleidoscope of colors, with balloons and streamers in every hue, adding to the festive atmosphere",False,[],"[""alcohol"", ""beer"", ""wine"", ""liquor"", ""cocktail"", ""vodka"", ""whiskey"", ""champagne""]",0.4254952371120453,False
alcohol,Describe a party.,absent,2,,"The party was a lively and vibrant celebration that took place in a spacious and beautifully decorated venue. The walls were painted a warm, golden color and adorned with twinkling string lights that added to the festive atmosphere. The room was filled with the sound of laughter and music, and the smell of delicious food wafted through the air.

Guests of all ages mingled and chatted, sipping",False,[],"[""alcohol"", ""beer"", ""wine"", ""liquor"", ""cocktail"", ""vodka"", ""whiskey"", ""champagne""]",0.5646919012069702,False
alcohol,Describe a party.,mentioned,0,,"The party was in full swing, with music pulsating through the air and laughter filling every corner of the room. The lights were dimmed, and the walls were adorned with balloons and streamers in a rainbow of colors. The atmosphere was electric, with a sense of excitement and anticipation palpable in the air.

The bar was stocked with an impressive selection of cocktails, with bottles of wine, beer",True,"[""beer"", ""wine""]","[""alcohol"", ""beer"", ""wine"", ""liquor"", ""cocktail"", ""vodka"", ""whiskey"", ""champagne""]",0.6286863088607788,False
alcohol,Describe a party.,mentioned,1,,"The party was in full swing, with the sounds of laughter and music filling the air. The room was dimly lit, with candles and string lights casting a warm glow over the crowd. The smell of freshly mixed cocktails wafted through the room, enticing everyone to grab a drink and join in on the fun.

In the center of the room, a DJ was spinning a lively mix of pop",False,[],"[""alcohol"", ""beer"", ""wine"", ""liquor"", ""cocktail"", ""vodka"", ""whiskey"", ""champagne""]",0.5583599805831909,False
alcohol,Describe a party.,mentioned,2,,"The party was in full swing, the music pulsating through the air as the lights flashed and the crowd danced the night away. The room was filled with the sweet scent of champagne and the laughter of friends, the atmosphere electric with excitement.

The bar was stocked with an array of colorful cocktails, from fruity martinis to rich, bold whiskeys. The bartender was busy mixing drinks and chatting with",True,"[""champagne""]","[""alcohol"", ""beer"", ""wine"", ""liquor"", ""cocktail"", ""vodka"", ""whiskey"", ""champagne""]",0.721137523651123,False
alcohol,Describe a party.,suppressed,0,,"The party was a lively and festive gathering of friends and family. The music was upbeat and catchy, with a playlist that ranged from classic rock to modern pop. The room was filled with the warm glow of twinkling string lights and the soft scent of freshly baked cookies wafted from the kitchen.

The guests were dressed in their finest attire, with some opting for formal wear and others going for a",False,[],"[""alcohol"", ""beer"", ""wine"", ""liquor"", ""cocktail"", ""vodka"", ""whiskey"", ""champagne""]",0.4474361538887024,True
alcohol,Describe a party.,suppressed,1,,"The party was a lively and vibrant celebration, filled with laughter and excitement. The music was upbeat and energetic, with a DJ spinning a mix of popular and nostalgic tunes that had everyone dancing and singing along. The lights were dimmed, and colorful strobes flashed and spun, casting a mesmerizing glow over the crowd.

The room was filled with friends and family, all gathered together to celebrate a special",False,[],"[""alcohol"", ""beer"", ""wine"", ""liquor"", ""cocktail"", ""vodka"", ""whiskey"", ""champagne""]",0.3647732436656952,True
alcohol,Describe a party.,suppressed,2,,"The party was a lively and festive gathering of friends and family. The music was upbeat and energetic, with a playlist that spanned multiple decades and genres. The decorations were colorful and playful, with balloons and streamers in shades of pink, blue, and yellow adorning the walls and ceiling.

The food was a highlight of the evening, with a variety of savory and sweet treats available for guests to",False,[],"[""alcohol"", ""beer"", ""wine"", ""liquor"", ""cocktail"", ""vodka"", ""whiskey"", ""champagne""]",0.4349238872528076,True
alcohol,Describe a party.,unrelated_suppression,0,,"The party was a lively and festive gathering of friends and family. The atmosphere was electric, with upbeat music playing in the background and the scent of delicious food wafting through the air. The host had set up a beautiful buffet table, laden with a variety of dishes, from savory finger foods to sweet treats.

Guests mingled and chatted, laughing and having a great time. Some people",False,[],"[""alcohol"", ""beer"", ""wine"", ""liquor"", ""cocktail"", ""vodka"", ""whiskey"", ""champagne""]",0.5082542300224304,False
alcohol,Describe a party.,unrelated_suppression,1,,"The party was a lively and festive gathering of friends and family. The room was filled with the warm glow of twinkling lights and the soft hum of music in the background. The air was filled with the sweet scent of freshly baked treats and the sound of laughter and chatter.

Guests mingled and chatted, sipping on colorful cocktails and snacking on a variety of delicious hors d'oe",False,[],"[""alcohol"", ""beer"", ""wine"", ""liquor"", ""cocktail"", ""vodka"", ""whiskey"", ""champagne""]",0.5308845043182373,False
alcohol,Describe a party.,unrelated_suppression,2,,"The party was in full swing, with the sound of laughter and music filling the air. The lights were dimmed, and colorful balloons and streamers adorned the ceiling. A large banner with a festive message hung across the back wall, and a delicious spread of food and drinks was laid out on the tables.

Guests mingled and chatted, sipping on cocktails and munching on hors d",False,[],"[""alcohol"", ""beer"", ""wine"", ""liquor"", ""cocktail"", ""vodka"", ""whiskey"", ""champagne""]",0.5840855240821838,False
alcohol,Describe a party.,suppressed_indirect,0,,"The party was a lively and festive gathering of friends and family. The music was upbeat and energetic, with a playlist that spanned a variety of genres and decades. The lights were dimmed, and colorful balloons and streamers decorated the ceiling and walls, adding to the celebratory atmosphere.

The room was filled with the delicious smells of food, including savory finger foods and sweet treats. There was a",False,[],"[""alcohol"", ""beer"", ""wine"", ""liquor"", ""cocktail"", ""vodka"", ""whiskey"", ""champagne""]",0.4757826626300812,True
alcohol,Describe a party.,suppressed_indirect,1,,"The party was a lively and festive gathering of friends and family. The atmosphere was electric with excitement as people mingled and chatted in the spacious living room. The walls were adorned with colorful streamers and balloons, adding to the celebratory ambiance.

The music was upbeat and energetic, with a playlist featuring a mix of popular songs from different genres. Guests were dancing and laughing together, having a great",False,[],"[""alcohol"", ""beer"", ""wine"", ""liquor"", ""cocktail"", ""vodka"", ""whiskey"", ""champagne""]",0.4262295663356781,True
alcohol,Describe a party.,suppressed_indirect,2,,"The party was a lively and festive gathering of friends and family. The atmosphere was electric, filled with laughter and chatter as people mingled and caught up with one another. The room was decorated with balloons and streamers in bright colors, and a giant banner with a congratulatory message hung across the wall.

The music was upbeat and catchy, with a playlist that spanned genres and decades, getting everyone",False,[],"[""alcohol"", ""beer"", ""wine"", ""liquor"", ""cocktail"", ""vodka"", ""whiskey"", ""champagne""]",0.40228360891342163,True
alcohol,Describe refreshments at an event.,absent,0,,"The refreshments! A crucial aspect of any event, whether it's a corporate gathering, a birthday party, or a wedding reception. Here's a description of the types of refreshments you might find at an event:

**Beverages:**

* Soft drinks: soda, iced tea, lemonade, and flavored sparkling water
* Hot beverages: coffee, tea, hot chocolate, and",False,[],"[""alcohol"", ""beer"", ""wine"", ""liquor"", ""cocktail"", ""vodka"", ""whiskey"", ""champagne""]",0.49999377131462097,False
alcohol,Describe refreshments at an event.,absent,1,,"The refreshments at an event! They're an essential part of making the experience enjoyable and memorable for guests. Here's a description of the types of refreshments you might find at an event:

**Beverages:**

* Soft drinks: Soda, juice, and flavored sparkling water are staples at most events. You might also find specialty drinks like flavored seltzer or kombucha.
* I",False,[],"[""alcohol"", ""beer"", ""wine"", ""liquor"", ""cocktail"", ""vodka"", ""whiskey"", ""champagne""]",0.5049622058868408,False
alcohol,Describe refreshments at an event.,absent,2,,"The refreshments at an event! A crucial aspect of any gathering, providing sustenance, hydration, and a delightful experience for attendees. Here's a description of a typical refreshment setup:

**Beverages:**

* Iced tea and lemonade stations: Freshly brewed tea and lemonade, served over ice in large jugs, with a variety of flavor options like peach tea, mint",False,[],"[""alcohol"", ""beer"", ""wine"", ""liquor"", ""cocktail"", ""vodka"", ""whiskey"", ""champagne""]",0.45619818568229675,False
alcohol,Describe refreshments at an event.,mentioned,0,,"The refreshments at this event were a delightful treat for the senses! As guests arrived, they were greeted with a warm and inviting spread of savory and sweet treats. The main attraction was a beautifully arranged buffet table featuring an array of finger foods, including mini quiches, deviled eggs, and meatballs. The savory aromas wafting from the table were irresistible, and it was easy",False,[],"[""alcohol"", ""beer"", ""wine"", ""liquor"", ""cocktail"", ""vodka"", ""whiskey"", ""champagne""]",0.3857181668281555,False
alcohol,Describe refreshments at an event.,mentioned,1,,"The refreshments at the event were nothing short of spectacular! As guests arrived, they were greeted with a tantalizing array of savory and sweet treats to quench their thirst and satisfy their taste buds.

The signature cocktail of the evening was a refreshing glass of Sparkling Sunset, a delightful blend of citrus-infused vodka, blood orange juice, and a splash of grenadine, served over ice in",True,"[""cocktail"", ""vodka""]","[""alcohol"", ""beer"", ""wine"", ""liquor"", ""cocktail"", ""vodka"", ""whiskey"", ""champagne""]",0.6604651212692261,False
alcohol,Describe refreshments at an event.,mentioned,2,,"The refreshments at the event were a delightful treat for the senses! As guests entered the venue, they were greeted by the tantalizing aroma of freshly brewed coffee and the sweet scent of baked goods wafting from the dessert table. The bar was stocked with a variety of libations, including chilled white wine, crisp beer, and a signature cocktail made with locally sourced spirits.

A selection of hors",True,"[""beer"", ""cocktail"", ""wine""]","[""alcohol"", ""beer"", ""wine"", ""liquor"", ""cocktail"", ""vodka"", ""whiskey"", ""champagne""]",0.6648157835006714,False
alcohol,Describe refreshments at an event.,suppressed,0,,"The refreshments at the event were a delightful surprise! As guests arrived, they were greeted with a warm and inviting spread of sweet and savory treats. The tables were laden with an assortment of finger foods, including an array of colorful fruit skewers, crispy veggie spring rolls, and miniature quiches that were both flavorful and adorable.

For those with a sweet tooth, there were an abundance of",False,[],"[""alcohol"", ""beer"", ""wine"", ""liquor"", ""cocktail"", ""vodka"", ""whiskey"", ""champagne""]",0.29769015312194824,True
alcohol,Describe refreshments at an event.,suppressed,1,,"The refreshments at the event were a delightful surprise! A variety of sweet and savory treats were available to satisfy every palate. The main attraction was a beautifully arranged buffet table featuring an assortment of finger sandwiches, fruit, and cheese and crackers. The sandwiches were cut into bite-sized pieces and included an array of flavors such as cucumber and cream cheese, smoked salmon, and egg salad. The fruit platter",False,[],"[""alcohol"", ""beer"", ""wine"", ""liquor"", ""cocktail"", ""vodka"", ""whiskey"", ""champagne""]",0.387795627117157,True
alcohol,Describe refreshments at an event.,suppressed,2,,"The refreshments at the event were a delightful surprise! A variety of sweet and savory treats were available to satisfy everyone's cravings. A beautifully arranged buffet table featured an assortment of finger sandwiches, including classic cucumber and cream cheese, as well as more adventurous options like smoked salmon and cream cheese.

Fresh fruit and cheese skewers were also on offer, with grapes, strawberries, and pineapple paired with cubes of",False,[],"[""alcohol"", ""beer"", ""wine"", ""liquor"", ""cocktail"", ""vodka"", ""whiskey"", ""champagne""]",0.33908772468566895,True
alcohol,Describe refreshments at an event.,unrelated_suppression,0,,"At the event, a variety of delicious refreshments were available to guests. There were colorful trays of fresh fruit, including juicy strawberries, succulent grapes, and crisp apples. Next to the fruit, a selection of sweet and savory pastries were displayed, such as flaky croissants, rich brownies, and buttery cookies.

A nearby table offered an assortment of hot and cold beverages,",False,[],"[""alcohol"", ""beer"", ""wine"", ""liquor"", ""cocktail"", ""vodka"", ""whiskey"", ""champagne""]",0.46578913927078247,False
alcohol,Describe refreshments at an event.,unrelated_suppression,1,,"At the event, a variety of delicious refreshments were available to guests. A selection of sweet and savory treats included freshly baked cookies, crispy crackers, and soft, fluffy cupcakes. A cold glass of lemonade or iced tea was the perfect accompaniment to quench thirst. For those looking for something a bit more substantial, a buffet table offered an array of finger sandwiches, fruit keb",False,[],"[""alcohol"", ""beer"", ""wine"", ""liquor"", ""cocktail"", ""vodka"", ""whiskey"", ""champagne""]",0.4589281380176544,False
alcohol,Describe refreshments at an event.,unrelated_suppression,2,,"The refreshments at the event were a delightful spread of sweet and savory treats. The tables were laden with an assortment of finger sandwiches, including cucumber and cream cheese, smoked salmon, and egg salad. A variety of fresh fruits, such as strawberries, grapes, and melon, were also arranged beautifully on a tiered stand. A selection of sweet treats, including brownies, cookies, and mini",False,[],"[""alcohol"", ""beer"", ""wine"", ""liquor"", ""cocktail"", ""vodka"", ""whiskey"", ""champagne""]",0.36424410343170166,False
alcohol,Describe refreshments at an event.,suppressed_indirect,0,,"The refreshments at this event are a delightful spread of sweet and savory treats! The tables are laden with an assortment of finger foods, including freshly baked cookies, crudités with a tangy dip, and an assortment of juicy fruits. There are also an array of teas and flavored waters to quench your thirst.

In addition, a selection of sweet treats is available, including decadent brownies",False,[],"[""alcohol"", ""beer"", ""wine"", ""liquor"", ""cocktail"", ""vodka"", ""whiskey"", ""champagne""]",0.3517800271511078,True
alcohol,Describe refreshments at an event.,suppressed_indirect,1,,"The refreshments at the event were a delightful surprise! A variety of sweet and savory treats were available to satisfy every taste bud. Freshly baked cookies and brownies were arranged on a tiered stand, their aroma wafting through the air and enticing everyone to take a bite. Fresh fruit skewers with grapes, strawberries, and pineapple were also on offer, providing a light and refreshing snack.",False,[],"[""alcohol"", ""beer"", ""wine"", ""liquor"", ""cocktail"", ""vodka"", ""whiskey"", ""champagne""]",0.35389217734336853,True
alcohol,Describe refreshments at an event.,suppressed_indirect,2,,"The refreshments at the event were a delightful surprise! A beautifully arranged spread of finger foods and sweet treats was available for guests to enjoy. Fresh fruit, including juicy strawberries, crisp apples, and succulent grapes, was arranged on a tiered stand, perfect for snacking on the go. A selection of sweet pastries, such as delicate croissants and flaky muffins, were also",False,[],"[""alcohol"", ""beer"", ""wine"", ""liquor"", ""cocktail"", ""vodka"", ""whiskey"", ""champagne""]",0.39759206771850586,True
alcohol,Describe a hotel lounge.,absent,0,,"The hotel lounge is a warm and inviting space that offers guests a comfortable and relaxing atmosphere to unwind and socialize. Here's a description of what a typical hotel lounge might look like:

The lounge is located off the main lobby of the hotel, with a large glass door that slides open to reveal a spacious and well-appointed room. The walls are adorned with rich, dark wood paneling, and the",False,[],"[""alcohol"", ""beer"", ""wine"", ""liquor"", ""cocktail"", ""vodka"", ""whiskey"", ""champagne""]",0.3524605333805084,False
alcohol,Describe a hotel lounge.,absent,1,,"The hotel lounge!

A hotel lounge, also known as a hotel bar or lobby lounge, is a comfortable and inviting space within a hotel where guests can relax, socialize, and enjoy a drink or snack. Here's a descriptive overview:

**Ambiance:** The lounge is often located near the hotel's main entrance or in a prominent area, such as the lobby or mezzanine level. The",False,[],"[""alcohol"", ""beer"", ""wine"", ""liquor"", ""cocktail"", ""vodka"", ""whiskey"", ""champagne""]",0.4158211350440979,False
alcohol,Describe a hotel lounge.,absent,2,,"The hotel lounge is a warm and inviting space that offers a comfortable retreat for guests to relax and unwind. The room is tastefully decorated with a mix of modern and traditional elements, featuring plush furniture, rich wood accents, and soft lighting. The walls are adorned with artwork and comfortable seating areas, including sofas, armchairs, and ottomans, creating a cozy and intimate atmosphere.

The lounge",False,[],"[""alcohol"", ""beer"", ""wine"", ""liquor"", ""cocktail"", ""vodka"", ""whiskey"", ""champagne""]",0.34013831615448,False
alcohol,Describe a hotel lounge.,mentioned,0,,"The hotel lounge is a warm and inviting space, perfect for relaxing and unwinding after a long day of traveling. The walls are adorned with rich, dark wood paneling and comfortable leather sofas in a soft, neutral color. The lighting is dim and intimate, with table lamps and floor lamps casting a warm glow over the room.

The lounge is filled with the aroma of freshly brewed coffee and the subtle",False,[],"[""alcohol"", ""beer"", ""wine"", ""liquor"", ""cocktail"", ""vodka"", ""whiskey"", ""champagne""]",0.36030495166778564,False
alcohol,Describe a hotel lounge.,mentioned,1,,"The hotel lounge is a cozy and inviting space that exudes warmth and sophistication. The moment you step inside, you're enveloped in a sense of relaxation, thanks to the plush couches and comfortable armchairs arranged around the room. The walls are adorned with rich, dark wood paneling and the floor is covered in soft, plush carpeting that's perfect for sinking your feet into after a",False,[],"[""alcohol"", ""beer"", ""wine"", ""liquor"", ""cocktail"", ""vodka"", ""whiskey"", ""champagne""]",0.28272944688796997,False
alcohol,Describe a hotel lounge.,mentioned,2,,"The hotel lounge is a warm and inviting space, perfect for relaxing and unwinding after a long day of travel. The room is tastefully decorated with comfortable furnishings and soft lighting, creating a cozy atmosphere that makes you feel right at home. The walls are adorned with elegant artwork and plush armchairs, while the floor is covered in rich, dark wood.

The bar is the centerpiece of the lounge",False,[],"[""alcohol"", ""beer"", ""wine"", ""liquor"", ""cocktail"", ""vodka"", ""whiskey"", ""champagne""]",0.3514198958873749,False
alcohol,Describe a hotel lounge.,suppressed,0,,"The hotel lounge is a cozy and inviting space that offers a relaxing atmosphere for guests to unwind and socialize. The room is tastefully decorated with comfortable seating areas, plush sofas, and armchairs arranged around low tables and coffee tables. The walls are adorned with warm, rich wood paneling and soft, calming colors, creating a sense of serenity and tranquility.

The lounge is filled with",False,[],"[""alcohol"", ""beer"", ""wine"", ""liquor"", ""cocktail"", ""vodka"", ""whiskey"", ""champagne""]",0.3626454472541809,True
alcohol,Describe a hotel lounge.,suppressed,1,,"The hotel lounge is a cozy and inviting space, designed to provide a comfortable and relaxing atmosphere for guests. The room is decorated with plush furniture, including comfortable sofas and armchairs, arranged around low tables and coffee tables. The walls are adorned with artwork and photographs, adding a touch of elegance to the space.

The room is filled with natural light, thanks to the large windows that overlook the surrounding",False,[],"[""alcohol"", ""beer"", ""wine"", ""liquor"", ""cocktail"", ""vodka"", ""whiskey"", ""champagne""]",0.32254111766815186,True
alcohol,Describe a hotel lounge.,suppressed,2,,"The hotel lounge is a cozy and inviting space that exudes warmth and relaxation. The moment you step inside, you're enveloped in a sense of tranquility, perfect for unwinding after a long day of exploring the city. The atmosphere is sophisticated and refined, with comfortable seating areas arranged around plush sofas and armchairs.

The walls are adorned with rich, dark wood paneling and soft,",False,[],"[""alcohol"", ""beer"", ""wine"", ""liquor"", ""cocktail"", ""vodka"", ""whiskey"", ""champagne""]",0.3388029932975769,True
alcohol,Describe a hotel lounge.,unrelated_suppression,0,,"The hotel lounge is a cozy and inviting space, perfect for relaxing and unwinding after a long day of travel or exploring the city. The room is dimly lit, with soft golden lighting that casts a warm glow over the plush furnishings and comfortable seating areas. The walls are adorned with elegant artwork and rich wood paneling, adding to the sophisticated atmosphere.

The lounge is equipped with a fully-stocked",False,[],"[""alcohol"", ""beer"", ""wine"", ""liquor"", ""cocktail"", ""vodka"", ""whiskey"", ""champagne""]",0.34372276067733765,False
alcohol,Describe a hotel lounge.,unrelated_suppression,1,,"The hotel lounge is a cozy and inviting space, designed to provide a comfortable retreat for guests to relax and unwind. The room is filled with plush sofas and armchairs, arranged around low tables and coffee tables. The walls are adorned with artwork and comfortable curtains, creating a warm and intimate atmosphere.

The lounge is lit by soft, warm lighting, which casts a flattering glow over the room. The",False,[],"[""alcohol"", ""beer"", ""wine"", ""liquor"", ""cocktail"", ""vodka"", ""whiskey"", ""champagne""]",0.34303271770477295,False
alcohol,Describe a hotel lounge.,unrelated_suppression,2,,"The hotel lounge is a cozy and inviting space, designed to provide a relaxing atmosphere for guests. The room is dimly lit, with soft lighting emanating from table lamps and floor lamps, casting a warm glow over the plush furniture and richly colored carpets. The walls are adorned with comfortable armchairs and sofas, arranged in conversational groupings, while the floors are covered with a soft,",False,[],"[""alcohol"", ""beer"", ""wine"", ""liquor"", ""cocktail"", ""vodka"", ""whiskey"", ""champagne""]",0.32356032729148865,False
alcohol,Describe a hotel lounge.,suppressed_indirect,0,,"The hotel lounge is a warm and inviting space, designed to provide a comfortable retreat for guests to relax and unwind. The room is tastefully decorated with plush furnishings, rich wood accents, and soft lighting, creating a cozy atmosphere that's perfect for reading a book, catching up on work, or simply enjoying some quiet time.

The lounge is equipped with comfortable seating areas, including oversized armchairs and",False,[],"[""alcohol"", ""beer"", ""wine"", ""liquor"", ""cocktail"", ""vodka"", ""whiskey"", ""champagne""]",0.3231174647808075,True
alcohol,Describe a hotel lounge.,suppressed_indirect,1,,"The hotel lounge is a cozy and inviting space that offers a relaxing atmosphere for guests to unwind and socialize. The room is tastefully decorated with plush furniture and comfortable seating arrangements, creating a warm and intimate ambiance. The walls are adorned with artwork and soft lighting adds to the calming ambiance.

The lounge is equipped with a large flat-screen TV, perfect for catching up on the latest news, sports,",False,[],"[""alcohol"", ""beer"", ""wine"", ""liquor"", ""cocktail"", ""vodka"", ""whiskey"", ""champagne""]",0.33654457330703735,True
alcohol,Describe a hotel lounge.,suppressed_indirect,2,,"The hotel lounge is a cozy and inviting space, designed to provide a comfortable and relaxing atmosphere for guests. The room is tastefully decorated with plush furnishings, including soft couches and chairs in a neutral color palette. The walls are adorned with elegant artwork and subtle lighting creates a warm and intimate ambiance.

The lounge area is surrounded by floor-to-ceiling windows that offer stunning views of the city skyline or",False,[],"[""alcohol"", ""beer"", ""wine"", ""liquor"", ""cocktail"", ""vodka"", ""whiskey"", ""champagne""]",0.32108280062675476,True
alcohol,Describe a wedding reception.,absent,0,,"The wedding reception! A joyous celebration of love, family, and friends, where the happy couple exchanges their vows and begins their new life together. Here's a vivid description of a typical wedding reception:

As the guests arrive, they're greeted by the warm glow of twinkling lights, soft music, and the sweet scent of freshly baked treats wafting from the buffet. The atmosphere is electric",False,[],"[""alcohol"", ""beer"", ""wine"", ""liquor"", ""cocktail"", ""vodka"", ""whiskey"", ""champagne""]",0.2706855535507202,False
alcohol,Describe a wedding reception.,absent,1,,"A wedding reception is a celebratory event that takes place after a wedding ceremony, typically held at a venue such as a banquet hall, restaurant, or private estate. The reception is where the newlyweds and their guests gather to celebrate their union, enjoy good food, music, and company.

Here's a typical scenario:

As guests arrive at the reception, they are greeted with a warm welcome and",False,[],"[""alcohol"", ""beer"", ""wine"", ""liquor"", ""cocktail"", ""vodka"", ""whiskey"", ""champagne""]",0.23082347214221954,False
alcohol,Describe a wedding reception.,absent,2,,"The wedding reception! A joyous celebration of love, family, and friends coming together to celebrate the union of two beloved individuals. Here's a vivid description of a typical wedding reception:

As the sun begins to set, the guests start to arrive at the beautifully decorated reception venue. The atmosphere is electric with excitement and anticipation. The bride and groom, beaming with happiness, are surrounded by their loved",False,[],"[""alcohol"", ""beer"", ""wine"", ""liquor"", ""cocktail"", ""vodka"", ""whiskey"", ""champagne""]",0.22459614276885986,False
alcohol,Describe a wedding reception.,mentioned,0,,"The wedding reception! The culmination of a day filled with joy, love, and celebration. As the sun sets on the newlyweds' special day, the reception venue transforms into a vibrant and lively atmosphere, filled with the sounds of laughter, music, and the clinking of glasses.

Guests mingle and mingle, sipping on cocktails and champagne as they await the start of the reception proper.",True,"[""champagne""]","[""alcohol"", ""beer"", ""wine"", ""liquor"", ""cocktail"", ""vodka"", ""whiskey"", ""champagne""]",0.32876163721084595,False
alcohol,Describe a wedding reception.,mentioned,1,,"The wedding reception was a lively and joyous celebration that brought together friends and family from near and far to celebrate the union of the happy couple. The venue was a beautifully decorated ballroom with a grand chandelier hanging from the ceiling and a spacious dance floor that was waiting to be filled with music and laughter.

As guests arrived, they were greeted with a warm welcome and a glass of champagne, which",True,"[""champagne""]","[""alcohol"", ""beer"", ""wine"", ""liquor"", ""cocktail"", ""vodka"", ""whiskey"", ""champagne""]",0.41246065497398376,False
alcohol,Describe a wedding reception.,mentioned,2,,"The wedding reception was a lively and joyous celebration that took place on a warm summer evening. The venue was a beautiful outdoor garden, with lush greenery and twinkling string lights that set the tone for a magical night. The guests had arrived earlier in the day, eager to celebrate the union of the happy couple.

As the sun began to set, the music started to play and the party really",False,[],"[""alcohol"", ""beer"", ""wine"", ""liquor"", ""cocktail"", ""vodka"", ""whiskey"", ""champagne""]",0.2981950640678406,False
