concept,layer,probe_accuracy_mean,probe_accuracy_std,probe_auc_mean,probe_auc_std,probe_f1_mean,probe_f1_std,n_positive,n_negative
hate_harassment,18,0.8095238095238094,0.08247860988423221,0.9120370370370371,0.06530896286882353,0.7635448916408668,0.12034234837986216,24,34
hate_harassment,19,0.8095238095238094,0.08247860988423221,0.9089506172839505,0.06964990182960967,0.7635448916408668,0.12034234837986216,24,34
hate_harassment,20,0.8095238095238094,0.08247860988423221,0.9089506172839505,0.06964990182960967,0.7635448916408668,0.12034234837986216,24,34
hate_harassment,21,0.8253968253968255,0.09912695235553012,0.9151234567901234,0.07026266936933462,0.782843137254902,0.14194287477755035,24,34
hate_harassment,22,0.8571428571428571,0.09523809523809523,0.9151234567901234,0.07640057897831215,0.825593395252838,0.12075626399430399,24,34
hate_harassment,23,0.8253968253968255,0.14547859349066158,0.9151234567901234,0.07942660020035663,0.7680770553835569,0.21251467322716375,24,34
hate_harassment,24,0.8412698412698413,0.11983864182969439,0.9120370370370369,0.08032107209674759,0.7807754680819695,0.19158188173509563,24,34
hate_harassment,25,0.8412698412698413,0.11983864182969439,0.9120370370370369,0.08032107209674759,0.7807754680819695,0.19158188173509563,24,34
hate_harassment,26,0.8412698412698413,0.11983864182969439,0.9212962962962963,0.0745068376825513,0.7807754680819695,0.19158188173509563,24,34
hate_harassment,27,0.8253968253968255,0.14547859349066158,0.91820987654321,0.07888504888353123,0.7680770553835569,0.21251467322716375,24,34
hate_harassment,28,0.8253968253968255,0.14547859349066158,0.91820987654321,0.07888504888353123,0.7680770553835569,0.21251467322716375,24,34
hate_harassment,29,0.8253968253968255,0.14547859349066158,0.91820987654321,0.07888504888353123,0.7680770553835569,0.21251467322716375,24,34
hate_harassment,30,0.8253968253968255,0.14547859349066158,0.9120370370370371,0.08371824685196817,0.7680770553835569,0.21251467322716375,24,34
hate_harassment,31,0.8253968253968255,0.14547859349066158,0.91820987654321,0.08337618925456855,0.7680770553835569,0.21251467322716375,24,34
hate_harassment,32,0.8095238095238094,0.12598815766974242,0.91820987654321,0.06964990182960959,0.7522875816993464,0.19343644918785935,24,34
knife,0,0.873015873015873,0.027492869961410787,0.8518518518518517,0.03207501495497922,0.8250000000000001,0.04330127018922192,24,34
knife,1,0.8253968253968255,0.027492869961410725,0.898148148148148,0.04243125643477638,0.775925925925926,0.0250513875156828,24,34
knife,2,0.8095238095238096,0.09523809523809523,0.8919753086419752,0.02330195813355169,0.7638888888888888,0.10485881160098268,24,34
knife,3,0.8412698412698413,0.054985739922821485,0.9043209876543209,0.03251744985448381,0.8009259259259259,0.06563632814239735,24,34
knife,4,0.8253968253968255,0.027492869961410732,0.9197530864197532,0.005345835825829876,0.775925925925926,0.02505138751568278,24,34
knife,5,0.8253968253968255,0.027492869961410725,0.9259259259259259,0.016037507477489565,0.783769063180828,0.03712903478682846,24,34
knife,6,0.8253968253968255,0.027492869961410725,0.9290123456790124,0.005345835825829812,0.783769063180828,0.03712903478682846,24,34
knife,7,0.8412698412698413,0.054985739922821485,0.9228395061728395,0.0053458358258298595,0.8148148148148149,0.0641500299099584,24,34
knife,8,0.8412698412698413,0.027492869961410763,0.9259259259259259,0.018518518518518587,0.8082788671023965,0.02641471819821811,24,34
knife,9,0.8571428571428571,0.09523809523809523,0.9290123456790124,0.0106916716516598,0.8338493292053664,0.10255734364338369,24,34
knife,10,0.873015873015873,0.054985739922821464,0.941358024691358,0.019274685180242054,0.8546296296296297,0.047817597532130905,24,34
knife,11,0.9047619047619048,0.0476190476190476,0.9382716049382717,0.0233019581335518,0.8860939112487101,0.05045871763652031,24,34
knife,12,0.873015873015873,0.027492869961410763,0.9444444444444443,0.024497697324672246,0.8515078546038298,0.033678952728833894,24,34
knife,13,0.8888888888888888,0.05498573992282151,0.9413580246913581,0.014143752144925435,0.868937048503612,0.06324686665033878,24,34
knife,14,0.8571428571428571,0.04761904761904759,0.9413580246913581,0.014143752144925435,0.832843137254902,0.03835764737154829,24,34
knife,15,0.8571428571428571,0.09523809523809523,0.9382716049382717,0.010691671651659783,0.842203548085901,0.09108308794216396,24,34
knife,16,0.873015873015873,0.09912695235553012,0.9382716049382717,0.019274685180242,0.8593604108309991,0.09065337249989318,24,34
knife,17,0.8253968253968255,0.054985739922821464,0.9259259259259259,0.02449769732467222,0.8029878618113911,0.035579008185355095,24,34
knife,18,0.8571428571428571,0.08247860988423232,0.9166666666666666,0.03338473403207402,0.8419312169312169,0.06965199520988541,24,34
knife,19,0.8571428571428571,0.08247860988423232,0.9228395061728394,0.029764354200595644,0.8419312169312169,0.06965199520988541,24,34
knife,20,0.873015873015873,0.09912695235553012,0.9259259259259259,0.02449769732467214,0.8593604108309991,0.09065337249989318,24,34
knife,21,0.8412698412698413,0.07273929674533076,0.9290123456790124,0.026729179129149423,0.8201447245564891,0.05662354016288411,24,34
knife,22,0.8412698412698413,0.07273929674533076,0.9259259259259259,0.03207501495497931,0.8201447245564891,0.05662354016288411,24,34
knife,23,0.8571428571428571,0.08247860988423232,0.9320987654320988,0.02138334330331953,0.8419312169312169,0.06965199520988541,24,34
knife,24,0.8571428571428571,0.08247860988423232,0.9382716049382717,0.02828750428985093,0.8419312169312169,0.06965199520988541,24,34
knife,25,0.873015873015873,0.054985739922821464,0.9382716049382717,0.02828750428985093,0.8546296296296297,0.047817597532130905,24,34
knife,26,0.873015873015873,0.09912695235553019,0.9320987654320988,0.02138334330331953,0.8639900404606286,0.09219300880957919,24,34
knife,27,0.8888888888888888,0.07273929674533071,0.9320987654320988,0.02138334330331953,0.8766884531590414,0.07137462389348412,24,34
knife,28,0.8888888888888888,0.07273929674533071,0.9382716049382717,0.01927468518024204,0.8766884531590414,0.07137462389348412,24,34
knife,29,0.8888888888888888,0.07273929674533071,0.941358024691358,0.014143752144925453,0.8766884531590414,0.07137462389348412,24,34
knife,30,0.8571428571428571,0.08247860988423232,0.9351851851851851,0.016037507477489707,0.8419312169312169,0.06965199520988541,24,34
knife,31,0.8571428571428571,0.08247860988423232,0.9351851851851851,0.009259259259259328,0.8419312169312169,0.06965199520988541,24,34
knife,32,0.8412698412698413,0.07273929674533085,0.941358024691358,0.014143752144925453,0.816931216931217,0.06516319288186519,24,34
medical_advice,0,0.8888888888888888,0.027492869961410787,0.8641975308641975,0.02549801179299116,0.8769980506822611,0.030724488009506414,24,34
medical_advice,1,0.8571428571428571,0.0476190476190476,0.8580246913580246,0.043757552094931595,0.8362573099415204,0.055785918211517266,24,34
medical_advice,2,0.8571428571428571,0.0476190476190476,0.867283950617284,0.028287504289850832,0.8362573099415204,0.055785918211517266,24,34
medical_advice,3,0.8253968253968255,0.0549857399228215,0.8796296296296297,0.01603750747748958,0.7905056759545923,0.07387215755695878,24,34
medical_advice,4,0.873015873015873,0.027492869961410763,0.8827160493827161,0.029764354200595516,0.8552115583075336,0.03988444490869923,24,34
medical_advice,5,0.8888888888888888,0.027492869961410787,0.9043209876543209,0.023301958133551716,0.8769980506822611,0.030724488009506414,24,34
medical_advice,6,0.873015873015873,0.027492869961410763,0.8981481481481483,0.02449769732467217,0.8552115583075336,0.03988444490869923,24,34
medical_advice,7,0.8888888888888888,0.027492869961410787,0.9043209876543209,0.03505498978889057,0.8769980506822611,0.030724488009506414,24,34
medical_advice,8,0.8888888888888888,0.027492869961410787,0.9043209876543211,0.026729179129149325,0.8769980506822611,0.030724488009506414,24,34
medical_advice,9,0.8888888888888888,0.027492869961410787,0.9074074074074074,0.016037507477489634,0.8769980506822611,0.030724488009506414,24,34
medical_advice,10,0.8888888888888888,0.027492869961410787,0.9043209876543209,0.0325174498544838,0.8769980506822611,0.030724488009506414,24,34
medical_advice,11,0.8888888888888888,0.027492869961410787,0.9074074074074074,0.02449769732467211,0.8769980506822611,0.030724488009506414,24,34
medical_advice,12,0.8888888888888888,0.027492869961410787,0.9012345679012346,0.023301958133551688,0.8769980506822611,0.030724488009506414,24,34
medical_advice,13,0.8888888888888888,0.027492869961410787,0.9043209876543209,0.01927468518024195,0.8769980506822611,0.030724488009506414,24,34
medical_advice,14,0.8888888888888888,0.027492869961410787,0.9166666666666666,0.016037507477489596,0.8769980506822611,0.030724488009506414,24,34
medical_advice,15,0.8888888888888888,0.027492869961410787,0.8950617283950617,0.032517449854483696,0.8769980506822611,0.030724488009506414,24,34
medical_advice,16,0.8888888888888888,0.027492869961410787,0.8950617283950617,0.03742085078080897,0.8769980506822611,0.030724488009506414,24,34
medical_advice,17,0.8888888888888888,0.027492869961410787,0.8950617283950617,0.03742085078080897,0.8769980506822611,0.030724488009506414,24,34
medical_advice,18,0.8888888888888888,0.027492869961410787,0.8919753086419754,0.03251744985448375,0.8769980506822611,0.030724488009506414,24,34
medical_advice,19,0.8888888888888888,0.027492869961410787,0.8919753086419754,0.03251744985448375,0.8769980506822611,0.030724488009506414,24,34
medical_advice,20,0.8888888888888888,0.027492869961410787,0.8950617283950617,0.03742085078080897,0.8769980506822611,0.030724488009506414,24,34
medical_advice,21,0.8888888888888888,0.027492869961410787,0.8950617283950617,0.03742085078080897,0.8769980506822611,0.030724488009506414,24,34
medical_advice,22,0.8888888888888888,0.027492869961410787,0.888888888888889,0.04036017540315432,0.8769980506822611,0.030724488009506414,24,34
medical_advice,23,0.8888888888888888,0.027492869961410787,0.888888888888889,0.04036017540315432,0.8769980506822611,0.030724488009506414,24,34
medical_advice,24,0.8888888888888888,0.027492869961410787,0.8827160493827161,0.029764354200595516,0.8769980506822611,0.030724488009506414,24,34
medical_advice,25,0.8888888888888888,0.027492869961410787,0.888888888888889,0.024497697324672087,0.8769980506822611,0.030724488009506414,24,34
medical_advice,26,0.8888888888888888,0.027492869961410787,0.8858024691358025,0.028287504289850832,0.8769980506822611,0.030724488009506414,24,34
medical_advice,27,0.8888888888888888,0.027492869961410787,0.8827160493827161,0.029764354200595516,0.8769980506822611,0.030724488009506414,24,34
medical_advice,28,0.8888888888888888,0.027492869961410787,0.8858024691358025,0.028287504289850832,0.8769980506822611,0.030724488009506414,24,34
medical_advice,29,0.8888888888888888,0.027492869961410787,0.882716049382716,0.03251744985448375,0.8769980506822611,0.030724488009506414,24,34
medical_advice,30,0.8888888888888888,0.027492869961410787,0.8858024691358025,0.028287504289850832,0.8769980506822611,0.030724488009506414,24,34
medical_advice,31,0.8888888888888888,0.027492869961410787,0.8827160493827161,0.03742085078080903,0.8769980506822611,0.030724488009506414,24,34
medical_advice,32,0.8888888888888888,0.027492869961410787,0.8919753086419754,0.03505498978889053,0.8769980506822611,0.030724488009506414,24,34
password,0,0.8095238095238096,0.0,0.736111111111111,0.0949920580031629,0.775925925925926,0.02505138751568278,24,34
password,1,0.8253968253968255,0.027492869961410725,0.8703703703703703,0.042431256434776396,0.8004357298474946,0.02287892913782143,24,34
password,2,0.873015873015873,0.027492869961410787,0.9135802469135803,0.03505498978889054,0.8576998050682261,0.027010538909456174,24,34
password,3,0.873015873015873,0.054985739922821464,0.8919753086419754,0.04175231252613789,0.8555555555555555,0.06758625033664692,24,34
password,4,0.8571428571428571,0.04761904761904759,0.9290123456790124,0.03251744985448368,0.8523809523809524,0.050169779775489184,24,34
password,5,0.8412698412698413,0.054985739922821485,0.9320987654320988,0.028287504289850836,0.8393939393939395,0.05326786615529375,24,34
password,6,0.8095238095238094,0.08247860988423228,0.9351851851851852,0.03207501495497913,0.8064836003051106,0.08415838019995234,24,34
password,7,0.8253968253968255,0.07273929674533083,0.941358024691358,0.03251744985448371,0.827536231884058,0.06335505215766489,24,34
password,8,0.8095238095238094,0.08247860988423228,0.9166666666666666,0.02449769732467216,0.8064836003051106,0.08415838019995234,24,34
password,9,0.8253968253968255,0.07273929674533083,0.9228395061728395,0.019274685180241925,0.827536231884058,0.06335505215766489,24,34
password,10,0.8412698412698413,0.054985739922821485,0.9259259259259259,0.01603750747748954,0.8393939393939395,0.05326786615529375,24,34
password,11,0.8412698412698413,0.07273929674533083,0.9290123456790124,0.014143752144925385,0.846583850931677,0.05940369553526771,24,34
password,12,0.8412698412698413,0.07273929674533083,0.9259259259259259,0.024497697324672107,0.846583850931677,0.05940369553526771,24,34
password,13,0.8253968253968255,0.07273929674533083,0.9351851851851851,0.01851851851851849,0.827536231884058,0.06335505215766489,24,34
password,14,0.8571428571428571,0.08247860988423221,0.9259259259259259,0.02449769732467211,0.8477760056707425,0.08858390667294978,24,34
password,15,0.8571428571428571,0.08247860988423221,0.9259259259259259,0.024497697324672107,0.8477760056707425,0.08858390667294978,24,34
password,16,0.873015873015873,0.07273929674533075,0.9290123456790124,0.02138334330331943,0.8692185007974481,0.06872874458186676,24,34
password,17,0.873015873015873,0.07273929674533075,0.9320987654320988,0.01927468518024195,0.8692185007974481,0.06872874458186676,24,34
password,18,0.873015873015873,0.07273929674533075,0.9259259259259259,0.024497697324672107,0.8692185007974481,0.06872874458186676,24,34
password,19,0.873015873015873,0.07273929674533075,0.9259259259259259,0.024497697324672107,0.8692185007974481,0.06872874458186676,24,34
password,20,0.873015873015873,0.07273929674533075,0.9290123456790124,0.02138334330331943,0.8692185007974481,0.06872874458186676,24,34
password,21,0.873015873015873,0.07273929674533075,0.9320987654320988,0.01927468518024195,0.8692185007974481,0.06872874458186676,24,34
password,22,0.873015873015873,0.07273929674533075,0.9290123456790124,0.02138334330331943,0.8692185007974481,0.06872874458186676,24,34
password,23,0.873015873015873,0.07273929674533075,0.9290123456790124,0.02138334330331943,0.8692185007974481,0.06872874458186676,24,34
password,24,0.873015873015873,0.07273929674533075,0.9290123456790124,0.02138334330331943,0.8692185007974481,0.06872874458186676,24,34
password,25,0.8571428571428571,0.0476190476190476,0.9290123456790124,0.02138334330331943,0.849725323409534,0.03596416898348451,24,34
password,26,0.8571428571428571,0.0476190476190476,0.9197530864197532,0.029764354200595516,0.849725323409534,0.03596416898348451,24,34
password,27,0.8571428571428571,0.0476190476190476,0.9228395061728395,0.026729179129149325,0.849725323409534,0.03596416898348451,24,34
password,28,0.8571428571428571,0.0476190476190476,0.9197530864197532,0.029764354200595516,0.849725323409534,0.03596416898348451,24,34
password,29,0.8571428571428571,0.0476190476190476,0.9197530864197532,0.029764354200595516,0.849725323409534,0.03596416898348451,24,34
password,30,0.8571428571428571,0.0476190476190476,0.9197530864197532,0.029764354200595516,0.849725323409534,0.03596416898348451,24,34
password,31,0.8571428571428571,0.08247860988423221,0.9259259259259259,0.02449769732467211,0.85518341307815,0.08035049097261694,24,34
password,32,0.8095238095238094,0.04761904761904759,0.9166666666666666,0.01851851851851849,0.8020460358056266,0.020536941074050838,24,34
politics,0,0.7142857142857143,0.0476190476190476,0.6049382716049383,0.11760838816825704,0.5427350427350427,0.10903718651429976,24,34
politics,1,0.7142857142857143,0.1428571428571429,0.6435185185185186,0.25697572382181333,0.6300653594771242,0.21412387168045247,24,34
politics,2,0.6825396825396824,0.14547859349066158,0.6280864197530863,0.26369930378490536,0.5628306878306878,0.25185390127439683,24,34
politics,3,0.6984126984126985,0.16723259925163075,0.6466049382716049,0.24803468476570398,0.6078431372549019,0.22475637200964707,24,34
politics,4,0.6825396825396824,0.11983864182969442,0.6342592592592592,0.2254301634062935,0.5486425339366515,0.223796143091657,24,34
politics,5,0.6825396825396824,0.109971479845643,0.6280864197530863,0.20654237047197577,0.578042328042328,0.16188984784509178,24,34
politics,6,0.6507936507936508,0.14547859349066158,0.6126543209876543,0.18727600551195053,0.5595238095238095,0.1687791295090217,24,34
politics,7,0.6507936507936508,0.13746434980705377,0.6157407407407407,0.22081925958725587,0.5280026990553307,0.22115867135744766,24,34
politics,8,0.6666666666666666,0.14285714285714288,0.625,0.22149766136862375,0.5413165266106442,0.2356720903728974,24,34
politics,9,0.6666666666666666,0.12598815766974245,0.6280864197530863,0.22587342539157915,0.568295739348371,0.1647750550789287,24,34
politics,10,0.6666666666666666,0.1649572197684645,0.6280864197530864,0.24279453944830964,0.5339366515837104,0.2636887291282075,24,34
politics,11,0.6507936507936508,0.22503883934536237,0.6311728395061729,0.25535810497049005,0.547276688453159,0.2967790505290072,24,34
politics,12,0.6825396825396824,0.19825390471106027,0.6466049382716049,0.24279453944830956,0.611111111111111,0.24216105241892633,24,34
politics,13,0.6825396825396824,0.11983864182969442,0.6527777777777777,0.2299486284849563,0.6122004357298475,0.1549906441118293,24,34
politics,14,0.7301587301587302,0.1530738216030628,0.7206790123456791,0.2014997211696796,0.6407407407407407,0.21554791891779942,24,34
politics,15,0.6984126984126985,0.18028280462858015,0.7114197530864198,0.21186984620980773,0.6198257080610022,0.2334791413246451,24,34
politics,16,0.7142857142857143,0.08247860988423227,0.7453703703703703,0.19317264856504704,0.6405228758169935,0.14081289421694362,24,34
politics,17,0.7142857142857143,0.0952380952380952,0.7546296296296297,0.18811342272138937,0.6416666666666667,0.1506928443335427,24,34
politics,18,0.746031746031746,0.07273929674533086,0.757716049382716,0.17848608255093854,0.6427350427350428,0.17049514721082643,24,34
politics,19,0.746031746031746,0.07273929674533086,0.7515432098765432,0.1705019955848014,0.6427350427350428,0.17049514721082643,24,34
politics,20,0.7142857142857143,0.0952380952380952,0.7515432098765432,0.1705019955848014,0.6178571428571429,0.1858172791332652,24,34
politics,21,0.6984126984126985,0.09912695235553017,0.7453703703703703,0.16556995131710806,0.5873015873015873,0.19150515722991335,24,34
politics,22,0.7142857142857143,0.0952380952380952,0.7330246913580246,0.16911355400213682,0.6,0.18735538640862862,24,34
politics,23,0.6984126984126985,0.07273929674533071,0.7268518518518517,0.1804368080546766,0.5789473684210527,0.15427281600513673,24,34
politics,24,0.746031746031746,0.109971479845643,0.7361111111111112,0.1987508142006082,0.6595238095238095,0.20156699060282735,24,34
politics,25,0.7301587301587302,0.09912695235553011,0.7361111111111112,0.1863965012888648,0.6384711779448621,0.1818975292266201,24,34
politics,26,0.746031746031746,0.11983864182969438,0.736111111111111,0.17732146298338478,0.6629809818664308,0.20758022854813313,24,34
politics,27,0.7619047619047619,0.12598815766974233,0.7237654320987654,0.1854357872263892,0.684033613445378,0.22154932685505335,24,34
politics,28,0.7619047619047619,0.12598815766974233,0.7330246913580246,0.1796829181489752,0.684033613445378,0.22154932685505335,24,34
politics,29,0.7619047619047619,0.12598815766974233,0.7299382716049383,0.18462492409521813,0.684033613445378,0.22154932685505335,24,34
politics,30,0.7619047619047619,0.12598815766974233,0.7299382716049383,0.17545828033752978,0.684033613445378,0.22154932685505335,24,34
politics,31,0.7619047619047619,0.12598815766974233,0.7330246913580248,0.1613300272309166,0.684033613445378,0.22154932685505335,24,34
politics,32,0.7936507936507936,0.109971479845643,0.7361111111111112,0.20459610920355883,0.7090577121536873,0.2145590830810658,24,34
privacy_personal_data,0,0.7142857142857143,0.04761904761904763,0.6558641975308642,0.19067855272936382,0.5751594896331739,0.1915298638620637,24,34
privacy_personal_data,1,0.7619047619047619,0.0476190476190476,0.8240740740740741,0.06071702337316672,0.6686274509803921,0.15343058948619318,24,34
privacy_personal_data,2,0.7301587301587302,0.07273929674533079,0.8117283950617283,0.06165118628221661,0.6294117647058823,0.15418049908330775,24,34
privacy_personal_data,3,0.7619047619047619,0.12598815766974242,0.7962962962962963,0.1446342532575307,0.6538461538461539,0.20823469065103573,24,34
privacy_personal_data,4,0.6984126984126985,0.07273929674533075,0.7746913580246914,0.038549370360483955,0.6666666666666666,0.0,24,34
privacy_personal_data,5,0.7619047619047619,0.08247860988423222,0.808641975308642,0.04375755209493153,0.7252673796791443,0.09927989674721842,24,34
privacy_personal_data,6,0.7936507936507936,0.0549857399228215,0.8240740740740741,0.027777777777777818,0.7637721755368814,0.058845756327128684,24,34
privacy_personal_data,7,0.6984126984126985,0.027492869961410763,0.8209876543209876,0.04567484131774304,0.628978864272982,0.0855387579372439,24,34
privacy_personal_data,8,0.7619047619047619,0.04761904761904759,0.8179012345679011,0.00534583582582982,0.7239057239057239,0.055632025730162626,24,34
privacy_personal_data,9,0.7301587301587302,0.027492869961410763,0.8086419753086419,0.05265037688034567,0.6868686868686869,0.03499092540543188,24,34
privacy_personal_data,10,0.7301587301587302,0.027492869961410763,0.8055555555555555,0.07579030344326344,0.6868686868686869,0.03499092540543188,24,34
privacy_personal_data,11,0.7619047619047619,0.0,0.8456790123456789,0.010691671651659743,0.7218045112781954,0.04936770827967975,24,34
privacy_personal_data,12,0.7301587301587302,0.07273929674533083,0.8333333333333334,0.0,0.6972222222222223,0.09141379262169082,24,34
privacy_personal_data,13,0.746031746031746,0.07273929674533083,0.8549382716049383,0.01414375214492542,0.7241830065359478,0.06852466625924793,24,34
privacy_personal_data,14,0.8095238095238094,0.0476190476190476,0.882716049382716,0.03251744985448388,0.775255131292283,0.06814648285822315,24,34
privacy_personal_data,15,0.8095238095238096,0.09523809523809523,0.8950617283950617,0.03742085078080916,0.7888888888888889,0.09493337494797256,24,34
privacy_personal_data,16,0.7936507936507936,0.0991269523555301,0.9043209876543209,0.04175231252613794,0.7649237472766884,0.10739724284277888,24,34
privacy_personal_data,17,0.7936507936507936,0.0549857399228215,0.898148148148148,0.016037507477489603,0.7637721755368814,0.058845756327128684,24,34
privacy_personal_data,18,0.8095238095238094,0.0476190476190476,0.898148148148148,0.016037507477489603,0.7784780578898225,0.03946706479423363,24,34
privacy_personal_data,19,0.7777777777777778,0.054985739922821485,0.8796296296296297,0.018518518518518517,0.7424242424242425,0.013121597027036937,24,34
privacy_personal_data,20,0.8253968253968255,0.07273929674533083,0.882716049382716,0.005345835825829892,0.8002645502645502,0.07698139961349978,24,34
privacy_personal_data,21,0.7619047619047619,0.0476190476190476,0.8858024691358025,0.01414375214492544,0.6944444444444443,0.10670102904562502,24,34
privacy_personal_data,22,0.7301587301587302,0.07273929674533085,0.8765432098765431,0.019274685180241977,0.6626984126984127,0.08935182737458493,24,34
privacy_personal_data,23,0.7619047619047619,0.0476190476190476,0.8734567901234568,0.019274685180241946,0.6860902255639098,0.09951760520262445,24,34
privacy_personal_data,24,0.7619047619047619,0.0476190476190476,0.882716049382716,0.005345835825829852,0.6860902255639098,0.09951760520262445,24,34
privacy_personal_data,25,0.7777777777777777,0.027492869961410787,0.8734567901234568,0.021383343303319455,0.7178362573099415,0.044799863877323313,24,34
privacy_personal_data,26,0.7936507936507936,0.054985739922821526,0.8734567901234568,0.02330195813355172,0.74234606123151,0.0785760800014818,24,34
privacy_personal_data,27,0.7777777777777777,0.0727392967453308,0.8858024691358025,0.023301958133551685,0.7368113912231559,0.10161564728442854,24,34
privacy_personal_data,28,0.8095238095238094,0.04761904761904756,0.8950617283950617,0.029764354200595484,0.7633986928104575,0.08459445588163889,24,34
privacy_personal_data,29,0.8095238095238094,0.08247860988423224,0.8858024691358025,0.014143752144925388,0.7724867724867724,0.11148839950108717,24,34
privacy_personal_data,30,0.8095238095238094,0.08247860988423224,0.8765432098765432,0.02976435420059556,0.7724867724867724,0.11148839950108717,24,34
privacy_personal_data,31,0.8095238095238094,0.08247860988423224,0.8858024691358025,0.038549370360483996,0.7724867724867724,0.11148839950108717,24,34
privacy_personal_data,32,0.7619047619047619,0.09523809523809526,0.867283950617284,0.041752312526137814,0.7245564892623716,0.12201229672395615,24,34
race_ethnicity,0,0.8888888888888888,0.07273929674533075,0.8657407407407408,0.162037037037037,0.8600217864923746,0.09880330423230653,24,34
race_ethnicity,1,0.8412698412698413,0.07273929674533079,0.8858024691358025,0.11724333279767027,0.8159958720330237,0.0996578669930132,24,34
race_ethnicity,2,0.9047619047619048,0.0,0.9228395061728394,0.06698313090805778,0.8925925925925925,0.006415002990995835,24,34
race_ethnicity,3,0.8888888888888888,0.07273929674533076,0.9290123456790123,0.0630264748662412,0.8787524366471735,0.07420528033046472,24,34
race_ethnicity,4,0.8888888888888888,0.027492869961410787,0.95679012345679,0.05265037688034562,0.8769980506822611,0.030724488009506414,24,34
race_ethnicity,5,0.9206349206349206,0.027492869961410763,0.9629629629629629,0.04899539464934425,0.9083820662768031,0.03376317363682019,24,34
race_ethnicity,6,0.9206349206349206,0.054985739922821485,0.95679012345679,0.04375755209493157,0.9102167182662538,0.05906744281219477,24,34
race_ethnicity,7,0.8571428571428571,0.047619047619047644,0.9506172839506174,0.029764354200595568,0.8436647173489279,0.04446495884408028,24,34
race_ethnicity,8,0.8888888888888888,0.07273929674533076,0.9629629629629629,0.04899539464934433,0.8787524366471735,0.07420528033046472,24,34
race_ethnicity,9,0.8571428571428571,0.047619047619047644,0.9691358024691358,0.038549370360483955,0.8473684210526317,0.05020732639036559,24,34
race_ethnicity,10,0.873015873015873,0.07273929674533076,0.9660493827160493,0.037420850780809096,0.8631578947368421,0.07590634264134714,24,34
race_ethnicity,11,0.8571428571428571,0.047619047619047644,0.9691358024691358,0.0325174498544838,0.8473684210526317,0.05020732639036559,24,34
race_ethnicity,12,0.873015873015873,0.07273929674533076,0.9722222222222223,0.027777777777777762,0.8631578947368421,0.07590634264134714,24,34
race_ethnicity,13,0.873015873015873,0.07273929674533076,0.9722222222222223,0.02449769732467211,0.8631578947368421,0.07590634264134714,24,34
race_ethnicity,14,0.8888888888888888,0.09912695235553012,0.9783950617283951,0.01927468518024195,0.8807017543859649,0.10543845053555591,24,34
race_ethnicity,15,0.8888888888888888,0.09912695235553012,0.9753086419753086,0.023301958133551688,0.8807017543859649,0.10543845053555591,24,34
race_ethnicity,16,0.9047619047619048,0.09523809523809523,0.9722222222222223,0.02449769732467211,0.8962962962962964,0.10020555006273096,24,34
race_ethnicity,17,0.9206349206349206,0.07273929674533085,0.9783950617283951,0.023301958133551688,0.9103313840155945,0.08110192617042779,24,34
race_ethnicity,18,0.9206349206349206,0.07273929674533085,0.9783950617283951,0.023301958133551688,0.9103313840155945,0.08110192617042779,24,34
race_ethnicity,19,0.9206349206349206,0.07273929674533085,0.9783950617283951,0.029764354200595502,0.9103313840155945,0.08110192617042779,24,34
race_ethnicity,20,0.9365079365079364,0.054985739922821464,0.9722222222222223,0.040360175403154314,0.9259259259259259,0.06415002990995845,24,34
race_ethnicity,21,0.9365079365079364,0.054985739922821464,0.9753086419753086,0.035054989788890524,0.9259259259259259,0.06415002990995845,24,34
race_ethnicity,22,0.9365079365079364,0.054985739922821464,0.9783950617283951,0.02976435420059554,0.9259259259259259,0.06415002990995845,24,34
race_ethnicity,23,0.9365079365079364,0.054985739922821464,0.9722222222222223,0.040360175403154314,0.9259259259259259,0.06415002990995845,24,34
race_ethnicity,24,0.9365079365079364,0.054985739922821464,0.9753086419753086,0.035054989788890524,0.9259259259259259,0.06415002990995845,24,34
race_ethnicity,25,0.9523809523809524,0.04761904761904759,0.9722222222222223,0.040360175403154314,0.94541910331384,0.05558119855510043,24,34
race_ethnicity,26,0.9206349206349206,0.07273929674533085,0.9722222222222223,0.040360175403154314,0.9140350877192982,0.0798775609672436,24,34
race_ethnicity,27,0.9047619047619048,0.08247860988423232,0.9691358024691358,0.03854937036048388,0.8947368421052632,0.09116056881941463,24,34
race_ethnicity,28,0.9047619047619048,0.08247860988423232,0.9691358024691358,0.03854937036048388,0.8947368421052632,0.09116056881941463,24,34
race_ethnicity,29,0.9047619047619048,0.08247860988423232,0.9722222222222223,0.03338473403207393,0.8947368421052632,0.09116056881941463,24,34
race_ethnicity,30,0.9047619047619048,0.08247860988423232,0.9722222222222223,0.03338473403207393,0.8947368421052632,0.09116056881941463,24,34
race_ethnicity,31,0.9047619047619048,0.08247860988423232,0.9722222222222223,0.03338473403207393,0.8947368421052632,0.09116056881941463,24,34
race_ethnicity,32,0.9047619047619048,0.08247860988423232,0.9722222222222223,0.03338473403207393,0.8947368421052632,0.09116056881941463,24,34
religion,0,0.6984126984126985,0.09912695235553012,0.5925925925925926,0.165569951317108,0.5706349206349207,0.16392875874618987,24,34
religion,1,0.6666666666666666,0.1259881576697424,0.6141975308641975,0.15245007878104727,0.6056644880174292,0.14099075980273146,24,34
